"TIP_SUBJECT_OFFERED_KEY","TERM_CODE","IS_NO_COURSE_MATERIAL","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"001660001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",3,28-OCT-24
"001660001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",1,28-OCT-24
"001660001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",4,28-OCT-24
"001660001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",2,28-OCT-24
"001660002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660002001SP","2001SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001660002002SP","2002SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",2,28-OCT-24
"001660002003SP","2003SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",2,28-OCT-24
"001660002003SU","2003SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002004SP","2004SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002004SU","2004SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002005SP","2005SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002005SU","2005SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002006SP","2006SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",2,28-OCT-24
"001660002006SU","2006SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002007SP","2007SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",0,28-OCT-24
"001660002007SU","2007SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002008SP","2008SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002008SU","2008SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Probs-Water Resources &Env Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002009SP","2009SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002009SU","2009SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002010SP","2010SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002010SU","2010SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002011FA","2011FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002011SP","2011SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002011SU","2011SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002012FA","2012FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002012SP","2012SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002012SU","2012SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002013FA","2013FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",1,28-OCT-24
"001660002013SP","2013SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Kipp, kris","900027201",0,28-OCT-24
"001660002013SU","2013SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002014FA","2014FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002014SP","2014SP","Y","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002014SU","2014SU","Y","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002015FA","2015FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002015SP","2015SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002015SU","2015SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001660002016FA","2016FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",1,28-OCT-24
"001660002016SP","2016SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002016SU","2016SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002017FA","2017FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002018FA","2018FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002018SP","2018SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002018SU","2018SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002019FA","2019FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002019SP","2019SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002019SU","2019SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002020FA","2020FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002020SP","2020SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002020SU","2020SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002021FA","2021FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002021SP","2021SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002021SU","2021SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002022FA","2022FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",1,28-OCT-24
"001660002022SP","2022SP","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002022SU","2022SU","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002023FA","2023FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002024FA","2024FA","","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002024SP","2024SP","Y","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002024SU","2024SU","Y","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001660002025FA","2025FA","Y","1","  1","Civil and Environmental Eng","1.66","1.66","1","  1","Civil and Environmental Eng","1.66","  1.66","Water Resources & Envir Engr","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",0,28-OCT-24
"001670001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001670001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",12,28-OCT-24
"001670001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",9,28-OCT-24
"001670002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",8,28-OCT-24
"001670002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",14,28-OCT-24
"001670002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",10,28-OCT-24
"001670002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",5,28-OCT-24
"001670002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Transport &Coast Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",3,28-OCT-24
"001670002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Trsprt & Coastal Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",8,28-OCT-24
"001670002011SP","2011SP","Y","1","  1","Civil and Environmental Eng","1.67","1.67","1","  1","Civil and Environmental Eng","1.67","  1.67","Sediment Trsprt & Coastal Proc","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",6,28-OCT-24
"001690001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Eng","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",11,28-OCT-24
"001690001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",10,28-OCT-24
"001690001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",3,28-OCT-24
"001690001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",7,28-OCT-24
"001690001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",3,28-OCT-24
"001690002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",10,28-OCT-24
"001690002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",7,28-OCT-24
"001690002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",3,28-OCT-24
"001690002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",9,28-OCT-24
"001690002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",4,28-OCT-24
"001690002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",4,28-OCT-24
"001690002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",4,28-OCT-24
"001690002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",6,28-OCT-24
"001690002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",8,28-OCT-24
"001690002011FA","2011FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",7,28-OCT-24
"001690002012FA","2012FA","Y","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",7,28-OCT-24
"001690002015FA","2015FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","","",8,28-OCT-24
"001690002018FA","2018FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","","",8,28-OCT-24
"001690002020FA","2020FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Scully, Malcolm","929593869",8,28-OCT-24
"001690002022FA","2022FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Scully, Malcolm","929593869",9,28-OCT-24
"001690002024FA","2024FA","","1","  1","Civil and Environmental Eng","1.69","1.69","1","  1","Civil and Environmental Eng","1.69","  1.69","Intro to Coastal Engineering","1","Civil and Environmental Eng","Engineering","Scully, Malcolm","929593869",5,28-OCT-24
"001700001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Methods-Water Resources","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001700001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Environmental Eng Clinic","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001700001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Environmental Eng Clinic","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",4,28-OCT-24
"001700001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Environmental Eng Clinic","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",9,28-OCT-24
"001700001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Environmental Eng Clinic","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",24,28-OCT-24
"001700001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.70","1.70","1","  1","Civil and Environmental Eng","1.70","  1.70","Environmental Eng Clinic","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",22,28-OCT-24
