"TIP_SUBJECT_OFFERED_KEY","TERM_CODE","IS_NO_COURSE_MATERIAL","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"001000001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001000001993SP","1993SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001000001994FA","1994FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001000001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001000001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","Mc Laughlin, Dennis","900026886",114,28-OCT-24
"001000001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers &Eng Prob Solv","1","Civil and Environmental Eng","Engineering","Kausel, Eduardo","900006166",224,28-OCT-24
"001000001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",105,28-OCT-24
"001000001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","","",205,28-OCT-24
"001000001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",78,28-OCT-24
"001000001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kausel, Eduardo","900006166",179,28-OCT-24
"001000001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",111,28-OCT-24
"001000001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",136,28-OCT-24
"001000001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",74,28-OCT-24
"001000001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kausel, Eduardo","900006166",117,28-OCT-24
"001000002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",58,28-OCT-24
"001000002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",155,28-OCT-24
"001000002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",65,28-OCT-24
"001000002001SP","2001SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",161,28-OCT-24
"001000002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",58,28-OCT-24
"001000002002SP","2002SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",169,28-OCT-24
"001000002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",69,28-OCT-24
"001000002003SP","2003SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",160,28-OCT-24
"001000002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",87,28-OCT-24
"001000002004SP","2004SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",164,28-OCT-24
"001000002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",75,28-OCT-24
"001000002005SP","2005SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",188,28-OCT-24
"001000002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",64,28-OCT-24
"001000002006SP","2006SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",134,28-OCT-24
"001000002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Lerman, Steven","900017622",110,28-OCT-24
"001000002007SP","2007SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",169,28-OCT-24
"001000002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Harward, Judson","900008299",92,28-OCT-24
"001000002008SP","2008SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Computers & Engin Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",134,28-OCT-24
"001000002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Harward, Judson","900008299",122,28-OCT-24
"001000002009SP","2009SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Harward, Judson","900008299",129,28-OCT-24
"001000002010FA","2010FA","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Harward, Judson","900008299",99,28-OCT-24
"001000002010SP","2010SP","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",111,28-OCT-24
"001000002011FA","2011FA","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Harward, Judson","900008299",120,28-OCT-24
"001000002011SP","2011SP","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",104,28-OCT-24
"001000002012FA","2012FA","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",108,28-OCT-24
"001000002012SP","2012SP","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",83,28-OCT-24
"001000002013FA","2013FA","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",123,28-OCT-24
"001000002013SP","2013SP","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",103,28-OCT-24
"001000002014FA","2014FA","N","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",95,28-OCT-24
"001000002014SP","2014SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",64,28-OCT-24
"001000002015SP","2015SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Intro Comp & Engr Prob Solving","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",21,28-OCT-24
"001000002016SP","2016SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",25,28-OCT-24
"001000002017SP","2017SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",7,28-OCT-24
"001000002018SP","2018SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",10,28-OCT-24
"001000002019SP","2019SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",8,28-OCT-24
"001000002021SP","2021SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",5,28-OCT-24
"001000002022SP","2022SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",11,28-OCT-24
"001000002023SP","2023SP","","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",5,28-OCT-24
"001000002024SP","2024SP","Y","1","  1","Civil and Environmental Eng","1.00","1.00","1","  1","Civil and Environmental Eng","1.00","  1.00","Eng Computation & Data Science","1","Civil and Environmental Eng","Engineering","Williams, John","900022457",1,28-OCT-24
"001030001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.03","1.03","1","  1","Civil and Environmental Eng","1.03","  1.03","Intro-Prob & Stat-Eng","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",31,28-OCT-24
"001030001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.03","1.03","1","  1","Civil and Environmental Eng","1.03","  1.03","Intro to Prob & Stat for Engin","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",33,28-OCT-24
"001030001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.03","1.03","1","  1","Civil and Environmental Eng","1.03","  1.03","Intro to Prob & Stat for Engin","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",49,28-OCT-24
"001030001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.03","1.03","1","  1","Civil and Environmental Eng","1.03","  1.03","Intro to Prob & Stat for Engin","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",30,28-OCT-24
"001040001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.04","1.04","1","  1","Civil and Environmental Eng","1.04","  1.04","Solid Mechanics","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001040001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.04","1.04","1","  1","Civil and Environmental Eng","1.04","  1.04","Solid Mechanics","1","Civil and Environmental Eng","Engineering","Gibson, Lorna","900014216",19,28-OCT-24
"001040001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.04","1.04","1","  1","Civil and Environmental Eng","1.04","  1.04","Solid Mechanics","1","Civil and Environmental Eng","Engineering","Gibson, Lorna","900014216",13,28-OCT-24
"001040001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.04","1.04","1","  1","Civil and Environmental Eng","1.04","  1.04","Solid Mechanics","1","Civil and Environmental Eng","Engineering","Gibson, Lorna","900014216",15,28-OCT-24
"001040001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.04","1.04","1","  1","Civil and Environmental Eng","1.04","  1.04","Solid Mechanics","1","Civil and Environmental Eng","Engineering","Bucciarelli, Louis","900015579",17,28-OCT-24
"001050001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001050001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001050001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",34,28-OCT-24
"001050001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",40,28-OCT-24
"001050001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",32,28-OCT-24
"001050001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.05","1.05","1","  1","Civil and Environmental Eng","1.05","  1.05","Fluid Mechanics","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",38,28-OCT-24
"001100001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.10","1.10","1","  1","Civil and Environmental Eng","1.10","  1.10","Environment & Technology","1","Civil and Environmental Eng","Engineering","","",10,28-OCT-24
"001100001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.10","1.10","1","  1","Civil and Environmental Eng","1.10","  1.10","Environment & Technology","1","Civil and Environmental Eng","Engineering","","",4,28-OCT-24
"001100001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.10","1.10","1","  1","Civil and Environmental Eng","1.10","  1.10","Environment & Technology","1","Civil and Environmental Eng","Engineering","","",3,28-OCT-24
"001110001998FA","1998FA","","12"," 12","Earth, Atmos, & Planetary Sci","12.300","12.300","1","  1","Civil and Environmental Eng","1.11","  1.11","Global Change Science","1","Civil and Environmental Eng","Engineering","Prinn, Ronald","900004635",0,28-OCT-24
"001110001999FA","1999FA","","12"," 12","Earth, Atmos, & Planetary Sci","12.300","12.300","1","  1","Civil and Environmental Eng","1.11","  1.11","Global Change Science","1","Civil and Environmental Eng","Engineering","Prinn, Ronald","900004635",6,28-OCT-24
"001120001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001120001993FA","1993FA","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001120001993SP","1993SP","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"00112000199410","199410","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001120001994FA","1994FA","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001120001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001120001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Computer Models:Systems","1","Civil and Environmental Eng","Engineering","Pena-Mora, Feniosky","900005309",23,28-OCT-24
"001120001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Comp Models:Phys & Eng Systems","1","Civil and Environmental Eng","Engineering","Pena-Mora, Feniosky","900005309",36,28-OCT-24
"001120001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.12","1.12","1","  1","Civil and Environmental Eng","1.12","  1.12","Comp Models:Phys & Eng Systems","1","Civil and Environmental Eng","Engineering","Pena-Mora, Feniosky","900005309",16,28-OCT-24
"001250001994SP","1994SP","","17"," 17","Political Science","17.559","17.559","1","  1","Civil and Environmental Eng","1.25","  1.25","Tech Dev &Chnge:Mid East","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001250001995SP","1995SP","","17"," 17","Political Science","17.559","17.559","1","  1","Civil and Environmental Eng","1.25","  1.25","Tech,Bus,Pol Chg:Mideast","1","Civil and Environmental Eng","Engineering","Choucri, Nazli","900028769",0,28-OCT-24
"001250001996SP","1996SP","","17"," 17","Political Science","17.559","17.559","1","  1","Civil and Environmental Eng","1.25","  1.25","Tech,Pol,Sustain: Middle East","1","Civil and Environmental Eng","Engineering","Choucri, Nazli","900028769",0,28-OCT-24
"001270001992FA","1992FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270001994SP","1994SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Eng","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270001995FA","1995FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Eng","1","Civil and Environmental Eng","Engineering","Sussman, Joseph","900019181",0,28-OCT-24
"001270001995SP","1995SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Eng","1","Civil and Environmental Eng","Engineering","Sussman, Joseph","900019181",1,28-OCT-24
"001270001995SU","1995SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Eng","1","Civil and Environmental Eng","Engineering","Sussman, Joseph","900019181",0,28-OCT-24
"001270001996FA","1996FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Sussman, Joseph","900019181",0,28-OCT-24
"001270001996SP","1996SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Sussman, Joseph","900019181",0,28-OCT-24
"001270001997FA","1997FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270001997SP","1997SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",1,28-OCT-24
"001270001998FA","1998FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270001998SP","1998SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270001999FA","1999FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",3,28-OCT-24
"001270001999SP","1999SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001270002000FA","2000FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001270002000SP","2000SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002000SU","2000SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002001FA","2001FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",2,28-OCT-24
"001270002001SP","2001SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002001SU","2001SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002002FA","2002FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",7,28-OCT-24
"001270002002SP","2002SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",2,28-OCT-24
"001270002002SU","2002SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies-Transport Engineering","1","Civil and Environmental Eng","Engineering","","",1,28-OCT-24
"001270002003FA","2003FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002003SP","2003SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002003SU","2003SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002004FA","2004FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002004SP","2004SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001270002004SU","2004SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002005FA","2005FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002005JA","2005JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002005SP","2005SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",2,28-OCT-24
