"SUBJECT_GROUPING_KEY","TERM_CODE","DEPARTMENT_CODE","DEPARTMENT_NAME","DEPARTMENT_FULL_NAME","SCHOOL_NAME","WAREHOUSE_LOAD_DATE"
"1996JA77.UR","1996JA","7","Biology","7-Biology","Science",28-OCT-24
"1996JA88.UR","1996JA","8","Physics","8-Physics","Science",28-OCT-24
"1997JA55.UR","1997JA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1997JA99.UR","1997JA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"1998JA88.UR","1998JA","8","Physics","8-Physics","Science",28-OCT-24
"1998JA99.UR","1998JA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"1999FA33.46","1999FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1999FA33.50","1999FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1999JA88.02","1999JA","8","Physics","8-Physics","Science",28-OCT-24
"2000FA77.22","2000FA","7","Biology","7-Biology","Science",28-OCT-24
"2000JA88.01","2000JA","8","Physics","8-Physics","Science",28-OCT-24
"2000JA99.91","2000JA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"2000JA99.99","2000JA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"2001SP22.41","2001SP","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"2002FA33.50","2002FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2002FA88.02","2002FA","8","Physics","8-Physics","Science",28-OCT-24
"2002SU55.12","2002SU","5","Chemistry","5-Chemistry","Science",28-OCT-24
"2003FA33.35","2003FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2003FA88.20","2003FA","8","Physics","8-Physics","Science",28-OCT-24
"2004JA33.UR","2004JA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2004SP77.40","2004SP","7","Biology","7-Biology","Science",28-OCT-24
"2005FA11.76","2005FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"2005FA99.34","2005FA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"2006SP33.54","2006SP","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2007SP33.98","2007SP","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2010JA77.11","2010JA","7","Biology","7-Biology","Science",28-OCT-24
"2012SP33.98","2012SP","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2015SP77.55","2015SP","7","Biology","7-Biology","Science",28-OCT-24
"2016SP67.36","2016SP","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"2016SP77.36","2016SP","7","Biology","7-Biology","Science",28-OCT-24
"2017FA77.22","2017FA","7","Biology","7-Biology","Science",28-OCT-24
"2017FA99.63","2017FA","9","Brain and Cognitive Sciences","9-Brain and Cognitive Sciences","Science",28-OCT-24
"2017JA11.UR","2017JA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"2018SP33.41","2018SP","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"2024JA88.01","2024JA","8","Physics","8-Physics","Science",28-OCT-24
"1986FA11.413","1986FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA101.12","1992FA","10","Chemical Engineering","10-Chemical Engineering","Engineering",28-OCT-24
"1992FA103.52","1992FA","10","Chemical Engineering","10-Chemical Engineering","Engineering",28-OCT-24
"1992FA105.22","1992FA","10","Chemical Engineering","10-Chemical Engineering","Engineering",28-OCT-24
"1992FA107.37","1992FA","10","Chemical Engineering","10-Chemical Engineering","Engineering",28-OCT-24
"1992FA11.102","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.107","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.141","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.202","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.204","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.206","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.207","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.211","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.231","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.251","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.258","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.271","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.281","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.286","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.298","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.299","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.322","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.364","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.381","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.431","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.481","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.498","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.499","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.544","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.552","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.553","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.581","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.592","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.598","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.599","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.692","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.693","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.711","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.713","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.732","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.812","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.898","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.899","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.961","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.962","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.963","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.964","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.965","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.966","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.968","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.969","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.970","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.971","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.972","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.973","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.974","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.975","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.976","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.991","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.992","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.999","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.THG","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA11.THU","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA12.292","1992FA","1","Civil and Environmental Eng","1-Civil and Environmental Eng","Engineering",28-OCT-24
"1992FA131.12","1992FA","13","Ocean Engineering","13-Ocean Engineering","Engineering",28-OCT-24
"1992FA132.41","1992FA","13","Ocean Engineering","13-Ocean Engineering","Engineering",28-OCT-24
"1992FA21.165","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA210.71","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA213.80","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.061","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.062","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.063","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.072","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.093","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.151","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.152","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.165","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.171","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.182","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.273","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.280","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.292","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.302","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.615","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.671","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.672","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.701","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.721","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.739","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.763","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.830","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.852","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.882","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.907","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.951","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.952","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.953","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.980","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.995","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.996","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.999","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.THG","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA22.THU","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA221.12","1992FA","22","Nuclear Engineering","22-Nuclear Engineering","Engineering",28-OCT-24
"1992FA26.023","1992FA","2","Mechanical Engineering","2-Mechanical Engineering","Engineering",28-OCT-24
"1992FA32.302","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA32.907","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA322.70","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.041","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.063","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.064","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.069","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.081","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.082","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.091","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.092","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.094","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.156","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.271","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.562","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.595","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.696","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.932","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.THG","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA33.THU","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA36.152","1992FA","3","Materials Science and Eng","3-Materials Science and Eng","Engineering",28-OCT-24
"1992FA44.126","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.132","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.144","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.156","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.163","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.172","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.173","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.181","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.182","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.183","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.184","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.185","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.191","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.192","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.194","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.195","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.196","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.199","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.233","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.241","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.248","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.249","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.254","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.256","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.259","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.276","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.278","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.291","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.294","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.295","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.296","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.297","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.298","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.299","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.301","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.322","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.325","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.341","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.351","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.408","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.409","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.411","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.440","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.441","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.448","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.449","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.491","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.494","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.497","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.498","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.499","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.602","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.605","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.607","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.638","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.645","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.656","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.660","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.666","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.667","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.668","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.669","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.678","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.689","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.691","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.692","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.693","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.694","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.695","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.696","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.697","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.698","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.699","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA44.THG","1992FA","4","Architecture","4-Architecture","Architecture and Planning",28-OCT-24
"1992FA55.071","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.310","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.512","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.561","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.891","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.914","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.916","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.932","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.942","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA55.THG","1992FA","5","Chemistry","5-Chemistry","Science",28-OCT-24
"1992FA66.001","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.002","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.003","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.004","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.011","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.012","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.013","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.014","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.017","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.023","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.033","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.036","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.042","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.045","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.046","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.071","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.090","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.091","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.092","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.093","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.094","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.095","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.096","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.097","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.098","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.099","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.100","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.101","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.111","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
"1992FA66.121","1992FA","6","Electrical Eng & Computer Sci","6-Electrical Eng & Computer Sci","Engineering",28-OCT-24
