"ACADEMIC_YEAR","TERM_CODE","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2002","2002FA","21W.798","21W","798","21W.798","21W.798","N","21W","Writing & Humanistic Studies","1994FA","Special Topics: Writing","Special Topics in Writing","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-JUN-95,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Corbett, William","900015805","",""
"2002","2002JA","21W.798","21W","798","21W.798","21W.798","N","21W","Writing & Humanistic Studies","1994FA","Special Topics: Writing","Special Topics in Writing","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-JUN-95,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2002","2002SP","21W.798","21W","798","21W.798","21W.798","N","21W","Writing & Humanistic Studies","1994FA","Special Topics: Writing","Special Topics in Writing","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-JUN-95,28-OCT-24,"","","","","","","","R01","N","N","N","Y","N","Corbett, William","900015805","*TO BE ARRANGED",""
"2002","","21M.546","21M","546","21M.546","21M.545, 21M.546","Y","21M","Music","1994FA","Research in Music","Research in Music","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",13-MAR-96,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","2003SP","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","","","L01","N","Y","N","N","N","Klopfer, Eric","900049463","*TO BE ARRANGED",""
"2003","2003FA","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Ulm, Franz-Josef","900047764","",""
"2003","2003JA","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Bras, Rafael","900029731","",""
"2003","2003SP","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Klopfer, Eric","900049463","",""
"2002","","SP.2H2","SP","2H2","SP.2H2","SP.2H2","N","ESG","Experimental Study Group","1996FA","ESG-HASS Distribution","ESG-HASS Distribution","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",18-JUL-95,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2002","","SP.759","SP","759","SP.759","SP.759","N","EDG","Edgerton Center","1995FA","Lego Robotics","Lego Robotics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-95,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2002","2002FA","BEH.NIV","BEH","NIV","BEH.NIV","BEH.NIV","N","BEH","Bioengineering & Envir. Health","2001FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",03-DEC-02,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2002","2002SP","BEH.NIV","BEH","NIV","BEH.NIV","BEH.NIV","N","BEH","Bioengineering & Envir. Health","2001FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",03-DEC-02,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2002","2002SU","BEH.NIV","BEH","NIV","BEH.NIV","BEH.NIV","N","BEH","Bioengineering & Envir. Health","2001FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",03-DEC-02,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2002","","SP.758","SP","758","SP.758","SP.758","N","EDG","Edgerton Center","1995FA","Real-World Electronics","Real-World Electronics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-95,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2002","2002JA","SP.754","SP","754","SP.754","SP.754","N","EDG","Edgerton Center","1997FA","Research Information Retrieval","Research Information Retrieval","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",23-MAY-96,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2002","","SP.756","SP","756","SP.756","SP.756","N","EDG","Edgerton Center","1995FA","Optoelectronic Device","Optoelectronic Device","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",31-JUL-03,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2002","2002SU","21A.NIV","21A","NIV","21A.NIV","21A.NIV","N","21A","Anthropology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2007","2007JA","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2007","2007SU","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2007","2007FA","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Purdy, Jennifer","900006823","",""
"2007","2007SP","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Purdy, Jennifer","900006823","",""
"2007","2007FA","AS.101","AS","101","AS.101","AS.101","Y","AS","Aerospace Studies (ROTC)","2005FA","The Foundns of US Air Force","The Foundations of the United States Air Force","N",1,0,1,2,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Nelson","J. Nelson","",05-OCT-05,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Slauenwhite, Timothy","923985883","",""
"2007","2007FA","AS.101","AS","101","AS.101","AS.101","Y","AS","Aerospace Studies (ROTC)","2005FA","The Foundns of US Air Force","The Foundations of the United States Air Force","N",1,0,1,2,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Nelson","J. Nelson","",05-OCT-05,28-OCT-24,"","","","","","","","L01","N","Y","N","N","N","Slauenwhite, Timothy","923985883","T2","W59-073"
"2003","2003FA","6.915","6","915","6.915","6.915","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Foerst, Anne","900040202","",""
"2003","2003SP","6.915","6","915","6.915","6.915","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Foerst, Anne","900040202","",""
"2003","2003JA","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003FA","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Abelson, Harold","900019497","",""
"2003","2003SP","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Abelson, Harold","900019497","",""
"2003","2003FA","6.917","6","917","6.917","6.917","N","6","Electrical Eng & Computer Sci","1997FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Sodini, Charles","900021188","",""
"2003","2003SP","6.917","6","917","6.917","6.917","N","6","Electrical Eng & Computer Sci","1997FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Sodini, Charles","900021188","",""
"2003","2003FA","6.918","6","918","6.918","6.918","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003SP","6.918","6","918","6.918","6.918","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003FA","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Leeb, Steven","900022612","",""
"2003","2003JA","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Leeb, Steven","900022612","",""
"2003","2003SP","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Leeb, Steven","900022612","",""
"2003","2003JA","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003FA","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003SP","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003FA","6.913","6","913","6.913","6.913","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003SP","6.913","6","913","6.913","6.913","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003FA","6.914","6","914","6.914","6.9106.914","Y","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","L. A. Gould","L. A. Gould","",20-APR-06,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","2003SP","6.914","6","914","6.914","6.9106.914","Y","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","L. A. Gould","L. A. Gould","",20-APR-06,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Smith, Arthur","900026061","",""
"2003","","6.195","6","195","6.195","6.195","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","6.196","6","196","6.196","6.196","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","6.197","6","197","6.197","6.1956.197","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",03-APR-02,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","2003SP","5.NIV","5","NIV","5.NIV","5.NIV","N","5","Chemistry","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003SU","5.NIV","5","NIV","5.NIV","5.NIV","N","5","Chemistry","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","","15.954","15","954","15.954","15.954","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","15.955","15","955","15.955","15.955","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","15.956","15","956","15.956","15.956","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","15.957","15","957","15.957","15.957","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","15.958","15","958","15.958","15.958","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","2003FA","15.950","15","950","15.950","15.950","Y","15","Management","2000FA","Spec Studies in Management","Special Studies in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","J. A. Meldman","J. A. Meldman","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003FA","15.952","15","952","15.952","15.952","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Meldman, Jeffrey","900025471","",""
"2003","2003JA","15.952","15","952","15.952","15.952","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","Carroll, John","900016017","",""
"2003","2003FA","15.953","15","953","15.953","15.953","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003FA","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003SP","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003SU","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003SU","21A.NIV","21A","NIV","21A.NIV","21A.NIV","N","21A","Anthropology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","","21A.THT","21A","THT","21A.THT","21A.ThT","N","21A","Anthropology","1996FA","Anthropology Pre-Thesis Tutor","Anthropology Pre-Thesis Tutor","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",24-JUL-02,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","21.EX","21","EX","21.EX","21.EX","N","21","Humanities","1989FA","Humanities General Exam","Humanities General Exam","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","","21A.12","21A","12","21A.12","21A.12","N","21A","Anthropology","2002FA","Plutonium & Other Actinide Ele","Plutonium and other Actinide Elements: What's Going on at the Bottom of the Periodic Table","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","K. Czerwinski","K. Czerwinski","",23-JAN-06,28-OCT-24,"","","","","","","","","","","","","","","","",""
"2003","2003JA","SP.715","SP","715","SP.715","SP.710SP.715","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","J. K. Vandiver","J. K. Vandiver","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
"2003","2003FA","SP.715","SP","715","SP.715","SP.710SP.715","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","J. K. Vandiver","J. K. Vandiver","",02-SEP-01,28-OCT-24,"","","","","","","","000","Y","N","N","N","N","","","",""
