"FUND_CENTER_KEY","FUND_CENTER_ID","FUND_CENTER_NAME","FUND_CENTER_ID_LEVEL1","FUND_CENTER_NAME_LEVEL1","FUND_CENTER_ID_LEVEL2","FUND_CENTER_NAME_LEVEL2","FUND_CENTER_ID_LEVEL3","FUND_CENTER_NAME_LEVEL3","FUND_CENTER_ID_LEVEL4","FUND_CENTER_NAME_LEVEL4","FUND_CENTER_ID_LEVEL5","FUND_CENTER_NAME_LEVEL5","FUND_CENTER_ID_LEVEL6","FUND_CENTER_NAME_LEVEL6","FUND_CENTER_ID_LEVEL7","FUND_CENTER_NAME_LEVEL7","FUND_CENTER_ID_LEVEL8","FUND_CENTER_NAME_LEVEL8","FUND_CENTER_ID_LEVEL9","FUND_CENTER_NAME_LEVEL9","FUND_CENTER_ID_LEVEL10","FUND_CENTER_NAME_LEVEL10","WAREHOUSE_LOAD_DATE"
"205845","205845","KOCHAN /TOM CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205845","KOCHAN /TOM CMI P400900","","","","","","","","","","",28-OCT-24
"221430","221430","PI - CENTER FOR COMPUTATIONAL SCI & ENG","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100771","CENTER FOR COMPUTATIONAL SCIENCE & ENG","221430","PI - CENTER FOR COMPUTATIONAL SCI & ENG","","","","","","","","","","",28-OCT-24
"103260","103260","GO - CENTER FOR COMPUTATIONAL SCI & ENG","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100771","CENTER FOR COMPUTATIONAL SCIENCE & ENG","103260","GO - CENTER FOR COMPUTATIONAL SCI & ENG","","","","","","","","","","",28-OCT-24
"106050","106050","GO - SERC P060053","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100643","SOCIAL & ETHICAL RESPONSIBILITY IN COMP.","106050","GO - SERC P060053","","","","","","","","","","",28-OCT-24
"100146","100146","RESEARCH LABORATORY OF ELECTRONICS","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100146","RESEARCH LABORATORY OF ELECTRONICS","","","","","","","","","","","","",28-OCT-24
"101505","101505","GO-MCGOVERN INSTITUTE P400600","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100453","MCGOVERN INSTITUTE P400600","101505","GO-MCGOVERN INSTITUTE P400600","","","","","","","","","","",28-OCT-24
"101769","101769","GO - SMART P401862","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100626","SINGAPORE-MIT ALLIANCE RES & TECH P40186","101769","GO - SMART P401862","","","","","","","","","","",28-OCT-24
"102027","102027","GNO-BIOLOGY P151000","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100108","BIOLOGY","102027","GNO-BIOLOGY P151000","","","","","","","","","","",28-OCT-24
"102180","102180","GNO-AERO & ASTRO ENG P061000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100055","AERONAUTICS & ASTRONAUTICS ENGINEERING","102180","GNO-AERO & ASTRO ENG P061000","","","","","","","","","","",28-OCT-24
"400332","400332","DH-ACCOUNTING P876000","100000","PRESIDENT","100001","PROVOST AREA","100446","TECHNOLOGY REVIEW P876000","400297","DH-TECHNOLOGY REVIEW P876000","400332","DH-ACCOUNTING P876000","","","","","","","","","","",28-OCT-24
"400440","400440","DH-ENDICOTT HOUSE  P872500","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100193","ENDICOTT HOUSE","400440","DH-ENDICOTT HOUSE  P872500","","","","","","","","","","",28-OCT-24
"400611","400611","DH-MIT PRESS/JOURNALS","100000","PRESIDENT","100001","PROVOST AREA","100284","MIT PRESS","400608","DH-MIT PRESS","400611","DH-MIT PRESS/JOURNALS","","","","","","","","","","",28-OCT-24
"103758","103758","GO - OFFICE OF EXPERIENTIAL LEARNING","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100657","OFFICE OF EXPERIENTIAL LEARNING","103758","GO - OFFICE OF EXPERIENTIAL LEARNING","","","","","","","","","","",28-OCT-24
"103215","103215","GO - INDONESIA P401828","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100798","INDONESIA P401828","103215","GO - INDONESIA P401828","","","","","","","","","","",28-OCT-24
"221601","221601","KEANE /KYLE EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221601","KEANE /KYLE EECS P064000","","","","","","","","",28-OCT-24
"100797","100797","MIT CLIMATE & SUSTAINABILITY CONSORTIUM","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100797","MIT CLIMATE & SUSTAINABILITY CONSORTIUM","","","","","","","","","","","","",28-OCT-24
"202885","202885","McMILLAN /LEONARD EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202885","McMILLAN /LEONARD EECS P064000","","","","","","","","",28-OCT-24
"204115","204115","DRESSELHAUS /GENE F EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","204115","DRESSELHAUS /GENE F EECS P064000","","","","","","","","",28-OCT-24
"204160","204160","BULOVIC /VLADIMIR EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","204160","BULOVIC /VLADIMIR EECS P064000","","","","","","","","",28-OCT-24
"205909","205909","BERTSEKAS /DIMITRI P EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","205909","BERTSEKAS /DIMITRI P EECS P064000","","","","","","","","",28-OCT-24
"206104","206104","PI - CENTER FOR BIOMEDICAL INNOVATION","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100593","CENTER FOR BIOMEDICAL INNOVATION P430000","206104","PI - CENTER FOR BIOMEDICAL INNOVATION","","","","","","","","","","",28-OCT-24
"207013","207013","LUNDBERG /KENT H  EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","207013","LUNDBERG /KENT H  EECS P064000","","","","","","","","",28-OCT-24
"400441","400441","DH-BIOLOGY P151000","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100108","BIOLOGY","400441","DH-BIOLOGY P151000","","","","","","","","","","",28-OCT-24
"208852","208852","KAGAL /LALANA EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","208852","KAGAL /LALANA EECS P064000","","","","","","","","",28-OCT-24
"403015","403015","DH - SLMPLS","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100692","STUDENT LEADERSHIP, MULTICULT & LBGTQ","403015","DH - SLMPLS","","","","","","","","","","",28-OCT-24
"221152","221152","GOLDMAN /MAX EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221152","GOLDMAN /MAX EECS P064000","","","","","","","","",28-OCT-24
"100750","100750","MATERIALS RESEARCH LABORATORY P417500","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100750","MATERIALS RESEARCH LABORATORY P417500","","","","","","","","","","","","",28-OCT-24
"205846","205846","MURRAY /FIONA CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205846","MURRAY /FIONA CMI P400900","","","","","","","","","","",28-OCT-24
"100084","100084","ANTHROPOLOGY P093200","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100084","ANTHROPOLOGY P093200","","","","","","","","","","","","",28-OCT-24
"101443","101443","GO-BROAD INSTITUTE P419000","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100202","THE BROAD INSTITUTE P419000","101443","GO-BROAD INSTITUTE P419000","","","","","","","","","","",28-OCT-24
"102028","102028","GNO-CTR FOR TRANS & LOGISTICS P069500","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100069","CENTER FOR TRANSPORTATION & LOGISTICS","102028","GNO-CTR FOR TRANS & LOGISTICS P069500","","","","","","","","","","",28-OCT-24
"400333","400333","DH-TIE P061600","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100573","TIE P061600","400333","DH-TIE P061600","","","","","","","","","","",28-OCT-24
"400612","400612","DH-MIT PRESS/MISCELLANEOUS","100000","PRESIDENT","100001","PROVOST AREA","100284","MIT PRESS","400608","DH-MIT PRESS","400612","DH-MIT PRESS/MISCELLANEOUS","","","","","","","","","","",28-OCT-24
"401350","401350","DH-CS3 P159400","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100715","CTR FOR SUSTAINABILITY SCIENCE & STRATEG","401350","DH-CS3 P159400","","","","","","","","","","",28-OCT-24
"103759","103759","GO - OFFICE OF FACULTY SUPPORT P445000","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100658","Faculty & Curriculum Support P445000","103759","GO - OFFICE OF FACULTY SUPPORT P445000","","","","","","","","","","",28-OCT-24
"100147","100147","SEA GRANT COLLEGE PROGRAM","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100147","SEA GRANT COLLEGE PROGRAM","","","","","","","","","","","","",28-OCT-24
"100798","100798","INDONESIA P401828","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100798","INDONESIA P401828","","","","","","","","","","","","",28-OCT-24
"208357","208357","LU /TIMOTHY K EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","208357","LU /TIMOTHY K EECS P064000","","","","","","","","",28-OCT-24
"400162","400162","DH-LITERATURE P093600","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100087","LITERATURE P093600","400162","DH-LITERATURE P093600","","","","","","","","","","",28-OCT-24
"205412","205412","PI-CIS","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100122","CENTER FOR INTERNATIONAL STUDIES P097500","205412","PI-CIS","","","","","","","","","","",28-OCT-24
"101229","101229","GO-DEAN SCHOOL OF SCIENCE P150000","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100121","DEAN/SCHOOL OF SCIENCE","101229","GO-DEAN SCHOOL OF SCIENCE P150000","","","","","","","","","","",28-OCT-24
"100149","100149","WHITAKER COLLEGE OF HEALTH SCI,TECH,&MGT","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100018","WHITAKER COLLEGE","100149","WHITAKER COLLEGE OF HEALTH SCI,TECH,&MGT","","","","","","","","","","",28-OCT-24
"100194","100194","COOLIDGE ESTATE","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100193","ENDICOTT HOUSE","100194","COOLIDGE ESTATE","","","","","","","","","","",28-OCT-24
"103092","103092","GO - KOCH INSTITUTE FOR INTEGRATIVE CANC","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100820","KOCH INSTITUTE - INTEGRATIVE CANCER RES","103092","GO - KOCH INSTITUTE FOR INTEGRATIVE CANC","","","","","","","","","","",28-OCT-24
"202886","202886","MEGRETSKI /ALEXANDRE EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202886","MEGRETSKI /ALEXANDRE EECS P064000","","","","","","","","",28-OCT-24
"203795","203795","CHAN /VINCENT EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","203795","CHAN /VINCENT EECS P064000","","","","","","","","",28-OCT-24
"221262","221262","GHOBADI /MANYA EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221262","GHOBADI /MANYA EECS P064000","","","","","","","","",28-OCT-24
"202887","202887","MEYER /ALBERT EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202887","MEYER /ALBERT EECS P064000","","","","","","","","",28-OCT-24
"204116","204116","WYATT /JOHN L EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","204116","WYATT /JOHN L EECS P064000","","","","","","","","",28-OCT-24
"207401","207401","LEISERSON /CHARLES E EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","207401","LEISERSON /CHARLES E EECS P064000","","","","","","","","",28-OCT-24
"400163","400163","DH-STUDENT ORGANIZATIONS","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100602","STUDENT ORGANIZATIONS","400163","DH-STUDENT ORGANIZATIONS","","","","","","","","","","",28-OCT-24
"207666","207666","SOLAR-LEZAMA /ARMANDO EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","207666","SOLAR-LEZAMA /ARMANDO EECS P064000","","","","","","","","",28-OCT-24
"207774","207774","PI - ACADEMIC SERVICES","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100652","ACADEMIC SERVICES","207774","PI - ACADEMIC SERVICES","","","","","","","","","","",28-OCT-24
"103650","103650","GO - RESIDENTIAL LIFE PROGRAMS","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100693","RESIDENTIAL LIFE PROGRAMS","103650","GO - RESIDENTIAL LIFE PROGRAMS","","","","","","","","","","",28-OCT-24
"221261","221261","O'BRIEN /KEVIN EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221261","O'BRIEN /KEVIN EECS P064000","","","","","","","","",28-OCT-24
"221217","221217","SRA /SUVRIT EECS P06400","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221217","SRA /SUVRIT EECS P06400","","","","","","","","",28-OCT-24
"205847","205847","NELSEN /LITA CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205847","NELSEN /LITA CMI P400900","","","","","","","","","","",28-OCT-24
"205848","205848","ORTIZ /CHRISTINE CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205848","ORTIZ /CHRISTINE CMI P400900","","","","","","","","","","",28-OCT-24
"100643","100643","SOCIAL & ETHICAL RESPONSIBILITY IN COMP.","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100643","SOCIAL & ETHICAL RESPONSIBILITY IN COMP.","","","","","","","","","","","","",28-OCT-24
"100085","100085","GLOBAL STUDIES & LANGUAGES","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100085","GLOBAL STUDIES & LANGUAGES","","","","","","","","","","","","",28-OCT-24
"101228","101228","GO-HAYSTACK P401700","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100140","HAYSTACK OBSERVATORY","101228","GO-HAYSTACK P401700","","","","","","","","","","",28-OCT-24
"100193","100193","ENDICOTT HOUSE","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100193","ENDICOTT HOUSE","","","","","","","","","","","","",28-OCT-24
"100148","100148","OSATT - TECHNOLOGY LICENSING OFFICE","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100148","OSATT - TECHNOLOGY LICENSING OFFICE","","","","","","","","","","","","",28-OCT-24
"101660","101660","GO-PPST P062100","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100560","PROGRAM IN POLYMER SCIENCES & TECHNOLOGY","101660","GO-PPST P062100","","","","","","","","","","",28-OCT-24
"400506","400506","DIR-INSTITUTE FOR DATA,SYSTEMS & SOCIETY","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100605","INSTITTUE FOR DATA, SYSTEMS & SOCIETY","400506","DIR-INSTITUTE FOR DATA,SYSTEMS & SOCIETY","","","","","","","","","","",28-OCT-24
"401244","401244","DH - MITX P401803","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100633","MITX  MIT ON-LINE LEARNING P401803","401244","DH - MITX P401803","","","","","","","","","","",28-OCT-24
"100581","100581","INSTITUTE PROFESSOR JOHN LITTLE","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100130","INSTITUTE PROFESSORS P010000","100581","INSTITUTE PROFESSOR JOHN LITTLE","","","","","","","","","","",28-OCT-24
"100086","100086","HISTORY","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100086","HISTORY","","","","","","","","","","","","",28-OCT-24
"100472","100472","ARCHAEOLOGY P066100","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100472","ARCHAEOLOGY P066100","","","","","","","","","","","","",28-OCT-24
"400505","400505","LAB DIRECTOR -RLE P267000","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100146","RESEARCH LABORATORY OF ELECTRONICS","400505","LAB DIRECTOR -RLE P267000","","","","","","","","","","",28-OCT-24
"400550","400550","DH-CTR FOR CANCER RESEARCH P159700","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100119","CENTER FOR CANCER RESEARCH","400550","DH-CTR FOR CANCER RESEARCH P159700","","","","","","","","","","",28-OCT-24
"207728","207728","CRONIN /TIMOTHY EAPS P153000","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100110","EARTH, ATMOSPHERIC, & PLANETARY SCIENCES","207728","CRONIN /TIMOTHY EAPS P153000","","","","","","","","","","",28-OCT-24
"100799","100799","GRAD PROGRAM IN ENGINEERING LEADERSHIP","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100799","GRAD PROGRAM IN ENGINEERING LEADERSHIP","","","","","","","","","","","","",28-OCT-24
"100644","100644","MIT Environmental Solutions Initiative","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100644","MIT Environmental Solutions Initiative","","","","","","","","","","","","",28-OCT-24
"100100","100100","DEPARTMENT HEADS-SSM","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100100","DEPARTMENT HEADS-SSM","","","","","","","","","","","","",28-OCT-24
"100101","100101","SCHOOL OF MANAGEMENT FUNDING OFFSET","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100101","SCHOOL OF MANAGEMENT FUNDING OFFSET","","","","","","","","","","","","",28-OCT-24
"205957","205957","PI-DUSP P035000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100449","DEPT URBAN STUDIES & PLANNING P035000","205957","PI-DUSP P035000","","","","","","","","","","",28-OCT-24
"101167","101167","GO-LITERATURE P093600","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100087","LITERATURE P093600","101167","GO-LITERATURE P093600","","","","","","","","","","",28-OCT-24
"101383","101383","GO-SYSTEM DESIGN AND MANAGEMENT","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100609","SYSTEMS DESIGN & MANAGEMENT P060800","101383","GO-SYSTEM DESIGN AND MANAGEMENT","","","","","","","","","","",28-OCT-24
"202840","202840","DEVADAS /SRINIVAS EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202840","DEVADAS /SRINIVAS EECS P064000","","","","","","","","",28-OCT-24
"202888","202888","MICALI /SILVIO EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202888","MICALI /SILVIO EECS P064000","","","","","","","","",28-OCT-24
"205786","205786","DEMAINE /ERIK EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","205786","DEMAINE /ERIK EECS P064000","","","","","","","","",28-OCT-24
"207667","207667","ZELDOVICH /NICKOLAI EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","207667","ZELDOVICH /NICKOLAI EECS P064000","","","","","","","","",28-OCT-24
"400165","400165","DH-PROGRAM IN ART CULTURE & TECH P038000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100051","PROGRAM IN ART CULTURE & TECHNOLOGY","400165","DH-PROGRAM IN ART CULTURE & TECH P038000","","","","","","","","","","",28-OCT-24
"221155","221155","KRASKA /TIM EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221155","KRASKA /TIM EECS P064000","","","","","","","","",28-OCT-24
"205849","205849","PICKERING /JANE CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205849","PICKERING /JANE CMI P400900","","","","","","","","","","",28-OCT-24
"205894","205894","COONEY /CHARLES L CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205894","COONEY /CHARLES L CMI P400900","","","","","","","","","","",28-OCT-24
"100582","100582","TECHNOLOGY DEVELOPMENT PROGRAM","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100582","TECHNOLOGY DEVELOPMENT PROGRAM","","","","","","","","","","","","",28-OCT-24
"101491","101491","GO-SCI/ENVISIONING SCIENCE PROJECT","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100121","DEAN/SCHOOL OF SCIENCE","101491","GO-SCI/ENVISIONING SCIENCE PROJECT","","","","","","","","","","",28-OCT-24
"100645","100645","SUPPLY CHAIN MANAGEMENT PROGRAM P069501","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100645","SUPPLY CHAIN MANAGEMENT PROGRAM P069501","","","","","","","","","","","","",28-OCT-24
"100258","100258","DEAN FOR UNDERGRADUATE EDUCATION","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","","","","","","","","","","","","","","",28-OCT-24
"221326","221326","REISKARIMIAN /NEGAR EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","221326","REISKARIMIAN /NEGAR EECS P064000","","","","","","","","",28-OCT-24
"100087","100087","LITERATURE P093600","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100087","LITERATURE P093600","","","","","","","","","","","","",28-OCT-24
"100690","100690","RESIDENTIAL EDUCATION OPERATIONS P443001","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100690","RESIDENTIAL EDUCATION OPERATIONS P443001","","","","","","","","","","","","",28-OCT-24
"100102","100102","INTERNAT'L CTR FOR RES ON MGMT OF TECH","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100102","INTERNAT'L CTR FOR RES ON MGMT OF TECH","","","","","","","","","","","","",28-OCT-24
"202283","202283","PI-ANTHROPOLOGY P093200","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100084","ANTHROPOLOGY P093200","202283","PI-ANTHROPOLOGY P093200","","","","","","","","","","",28-OCT-24
"202841","202841","DRAKE /ALVIN EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202841","DRAKE /ALVIN EECS P064000","","","","","","","","",28-OCT-24
"202889","202889","MITTER /SANJOY EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","202889","MITTER /SANJOY EECS P064000","","","","","","","","",28-OCT-24
"205787","205787","BALDO /MARC A EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","205787","BALDO /MARC A EECS P064000","","","","","","","","",28-OCT-24
"207062","207062","BERGGREN /KARL K EECS P064000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100058","ELECTRICAL ENGINEERING & COMPUTER SCI","202828","PI-ELECRTICAL ENGIN & COMP SCI P064000","207062","BERGGREN /KARL K EECS P064000","","","","","","","","",28-OCT-24
"207125","207125","PI - GORDON LEADERSHIP PROGRAM P061350","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100627","GORDON LEADERSHIP PROGRAM P061350","207125","PI - GORDON LEADERSHIP PROGRAM P061350","","","","","","","","","","",28-OCT-24
