"FUND_CENTER_KEY","FUND_CENTER_ID","FUND_CENTER_NAME","FUND_CENTER_ID_LEVEL1","FUND_CENTER_NAME_LEVEL1","FUND_CENTER_ID_LEVEL2","FUND_CENTER_NAME_LEVEL2","FUND_CENTER_ID_LEVEL3","FUND_CENTER_NAME_LEVEL3","FUND_CENTER_ID_LEVEL4","FUND_CENTER_NAME_LEVEL4","FUND_CENTER_ID_LEVEL5","FUND_CENTER_NAME_LEVEL5","FUND_CENTER_ID_LEVEL6","FUND_CENTER_NAME_LEVEL6","FUND_CENTER_ID_LEVEL7","FUND_CENTER_NAME_LEVEL7","FUND_CENTER_ID_LEVEL8","FUND_CENTER_NAME_LEVEL8","FUND_CENTER_ID_LEVEL9","FUND_CENTER_NAME_LEVEL9","FUND_CENTER_ID_LEVEL10","FUND_CENTER_NAME_LEVEL10","WAREHOUSE_LOAD_DATE"
"221270","221270","PI - MIT QUEST P065012","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100732","MIT QUEST FOR INTELIGENCE P065012","221270","PI - MIT QUEST P065012","","","","","","","","","","",28-OCT-24
"100760","100760","J-CLINIC P060051","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100760","J-CLINIC P060051","","","","","","","","","","","","",28-OCT-24
"403070","403070","DH - CAMPUS ACTIVITIES COMPLEX P405500","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100638","CAMPUS ACTIVITIES COMPLEX (NEW) P405500","403070","DH - CAMPUS ACTIVITIES COMPLEX P405500","","","","","","","","","","",28-OCT-24
"204233","204233","WIERZBICKI /TOMASZ CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204233","WIERZBICKI /TOMASZ CMI P400900","","","","","","","","","","",28-OCT-24
"204234","204234","SARMA /SANJAY E CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204234","SARMA /SANJAY E CMI P400900","","","","","","","","","","",28-OCT-24
"100001","100001","PROVOST AREA","100000","PRESIDENT","100001","PROVOST AREA","","","","","","","","","","","","","","","","",28-OCT-24
"101282","101282","GO-CTR FOR TECH POL & IND DEV P069400","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100727","SOCIOTECHNICAL SYSTEM RESEARCH CENTER","101282","GO-CTR FOR TECH POL & IND DEV P069400","","","","","","","","","","",28-OCT-24
"400514","400514","DIR-SSRC P069400","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100727","SOCIOTECHNICAL SYSTEM RESEARCH CENTER","400514","DIR-SSRC P069400","","","","","","","","","","",28-OCT-24
"100544","100544","MASDAR INSTITUTE P401800","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100544","MASDAR INSTITUTE P401800","","","","","","","","","","","","",28-OCT-24
"101237","101237","GO-DOCUMENT SERVICES P271050","100000","PRESIDENT","100001","PROVOST AREA","100022","LIBRARIES","100176","DOCUMENT SERVICES","101237","GO-DOCUMENT SERVICES P271050","","","","","","","","","","",28-OCT-24
"100715","100715","CTR FOR SUSTAINABILITY SCIENCE & STRATEG","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100715","CTR FOR SUSTAINABILITY SCIENCE & STRATEG","","","","","","","","","","","","",28-OCT-24
"100049","100049","PROGRAM IN MEDIA ARTS & SCIENCES","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100049","PROGRAM IN MEDIA ARTS & SCIENCES","","","","","","","","","","","","",28-OCT-24
"102146","102146","GNO-PROJECT I-CAMPUS P068400","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100450","PROJECT I-CAMPUS P068400","102146","GNO-PROJECT I-CAMPUS P068400","","","","","","","","","","",28-OCT-24
"100094","100094","PROGRAM IN SCIENCE, TECH, AND SOCIETY","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100094","PROGRAM IN SCIENCE, TECH, AND SOCIETY","","","","","","","","","","","","",28-OCT-24
"102191","102191","GNO-CTR FOR ENVIRO HEALTH SCIENCE P16500","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100153","CENTER FOR ENVIRONMENTAL HEALTH SCIENCES","102191","GNO-CTR FOR ENVIRO HEALTH SCIENCE P16500","","","","","","","","","","",28-OCT-24
"103055","103055","GO-GORDON LEADERSHIP PROGRAM P061350","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100627","GORDON LEADERSHIP PROGRAM P061350","103055","GO-GORDON LEADERSHIP PROGRAM P061350","","","","","","","","","","",28-OCT-24
"100110","100110","EARTH, ATMOSPHERIC, & PLANETARY SCIENCES","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100110","EARTH, ATMOSPHERIC, & PLANETARY SCIENCES","","","","","","","","","","","","",28-OCT-24
"100095","100095","DEAN/SCHOOL OF HUMANITIES & SOCIAL SCI","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100095","DEAN/SCHOOL OF HUMANITIES & SOCIAL SCI","","","","","","","","","","","","",28-OCT-24
"400778","400778","DH-BUSINESS DEVELOPMENT P876000","100000","PRESIDENT","100001","PROVOST AREA","100446","TECHNOLOGY REVIEW P876000","400297","DH-TECHNOLOGY REVIEW P876000","400778","DH-BUSINESS DEVELOPMENT P876000","","","","","","","","","","",28-OCT-24
"400779","400779","DH-CIRCULATION P876000","100000","PRESIDENT","100001","PROVOST AREA","100446","TECHNOLOGY REVIEW P876000","400297","DH-TECHNOLOGY REVIEW P876000","400779","DH-CIRCULATION P876000","","","","","","","","","","",28-OCT-24
"100653","100653","ADMISSIONS","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100653","ADMISSIONS","","","","","","","","","","","","",28-OCT-24
"100652","100652","ACADEMIC SERVICES","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100652","ACADEMIC SERVICES","","","","","","","","","","","","",28-OCT-24
"100716","100716","Ofc of Strategic Alliances & Tech Trans","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100716","Ofc of Strategic Alliances & Tech Trans","","","","","","","","","","","","",28-OCT-24
"100608","100608","UNDERGRADUATE RESEARCH OPPORTUNITIES PRO","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100608","UNDERGRADUATE RESEARCH OPPORTUNITIES PRO","","","","","","","","","","","","",28-OCT-24
"100761","100761","MIT - TAKEDA PROGRAM","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100761","MIT - TAKEDA PROGRAM","","","","","","","","","","","","",28-OCT-24
"204019","204019","PI-CHEMICAL ENGINEERING P062000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100056","CHEMICAL ENGINEERING P062000","204019","PI-CHEMICAL ENGINEERING P062000","","","","","","","","","","",28-OCT-24
"209230","209230","PI - INSTITUTE FOR MEDICAL ENG & SCI","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100810","INSTITUTE FOR MEDICAL ENGINEERING & SCI","209230","PI - INSTITUTE FOR MEDICAL ENG & SCI","","","","","","","","","","",28-OCT-24
"100609","100609","SYSTEMS DESIGN & MANAGEMENT P060800","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100609","SYSTEMS DESIGN & MANAGEMENT P060800","","","","","","","","","","","","",28-OCT-24
"403072","403072","DH - CAMPUS DINING P801000","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100639","CAMPUS DINING P801000","403072","DH - CAMPUS DINING P801000","","","","","","","","","","",28-OCT-24
"400345","400345","DH-BRAIN AND COGNITIVE SCIENCE P154500","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100112","BRAIN AND COGNITIVE SCIENCES","400345","DH-BRAIN AND COGNITIVE SCIENCE P154500","","","","","","","","","","",28-OCT-24
"400903","400903","DH - SLOAN SCHOOL OF MANAGEMENT P121000","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100098","SLOAN SCHOOL OF MANAGEMENT","400903","DH - SLOAN SCHOOL OF MANAGEMENT P121000","","","","","","","","","","",28-OCT-24
"103660","103660","GO - SLMPLS","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100692","STUDENT LEADERSHIP, MULTICULT & LBGTQ","103660","GO - SLMPLS","","","","","","","","","","",28-OCT-24
"106126","106126","GO - CLIMATE GRAND CHALLENGES","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","120003","CLIMATE GRAND CHALLENGES P402460","106126","GO - CLIMATE GRAND CHALLENGES","","","","","","","","","","",28-OCT-24
"204235","204235","JOSKOW /PAUL L  CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204235","JOSKOW /PAUL L  CMI P400900","","","","","","","","","","",28-OCT-24
"205858","205858","DUBOWSKY /STEVEN CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205858","DUBOWSKY /STEVEN CMI P400900","","","","","","","","","","",28-OCT-24
"101950","101950","GO-BATES LINEAR ACCELERATOR P159900","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100616","BATES LINEAR ACCELERATOR CENTER","101950","GO-BATES LINEAR ACCELERATOR P159900","","","","","","","","","","",28-OCT-24
"100111","100111","MATHEMATICS","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100111","MATHEMATICS","","","","","","","","","","","","",28-OCT-24
"100546","100546","DESHPANDE CTR FOR TECH INV P061200","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100546","DESHPANDE CTR FOR TECH INV P061200","","","","","","","","","","","","",28-OCT-24
"100591","100591","SOE-ENG INTERNSHIP PROGRAM P060400","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100591","SOE-ENG INTERNSHIP PROGRAM P060400","","","","","","","","","","","","",28-OCT-24
"403135","403135","DH - TEACHING AND LEARNING LAB","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100667","TEACHING AND LEARNING LAB","403135","DH - TEACHING AND LEARNING LAB","","","","","","","","","","",28-OCT-24
"103273","103273","GO - GRADEL P061250","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100799","GRAD PROGRAM IN ENGINEERING LEADERSHIP","103273","GO - GRADEL P061250","","","","","","","","","","",28-OCT-24
"100096","100096","WOODS HOLE P401872","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100135","VP FOR RESEARCH","100096","WOODS HOLE P401872","","","","","","","","","","",28-OCT-24
"100717","100717","OSATT-STRATEGIC TRANSACTIONS P401941","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100717","OSATT-STRATEGIC TRANSACTIONS P401941","","","","","","","","","","","","",28-OCT-24
"100654","100654","MIT CAREERS OFFICE","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100654","MIT CAREERS OFFICE","","","","","","","","","","","","",28-OCT-24
"402118","402118","DH - INDONESIA P401828","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100798","INDONESIA P401828","402118","DH - INDONESIA P401828","","","","","","","","","","",28-OCT-24
"203327","203327","PI-ARCHITECTURE P031000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100046","ARCHITECTURE P031000","203327","PI-ARCHITECTURE P031000","","","","","","","","","","",28-OCT-24
"203000","203000","PI-BATES LINEAR ACCELERATOR P159900","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100616","BATES LINEAR ACCELERATOR CENTER","203000","PI-BATES LINEAR ACCELERATOR P159900","","","","","","","","","","",28-OCT-24
"103724","103724","GO - HOUSING OPERATIONS P861000","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100646","HOUSING & RESIDENTIAL SERVICES  P861000","103724","GO - HOUSING OPERATIONS P861000","","","","","","","","","","",28-OCT-24
"203714","203714","PI-BROAD:CHEMICAL BIOLOGY","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100900","BROAD INSTITUTE CHEMICAL BIOLOGY","203714","PI-BROAD:CHEMICAL BIOLOGY","","","","","","","","","","",28-OCT-24
"400625","400625","DH-DUE HQ","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100589","DUE HQ","400625","DH-DUE HQ","","","","","","","","","","",28-OCT-24
"101843","101843","GO-ECONOMICS P091000","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100740","ECONOMICS","101843","GO-ECONOMICS P091000","","","","","","","","","","",28-OCT-24
"204236","204236","NELSON /KEITH A CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204236","NELSON /KEITH A CMI P400900","","","","","","","","","","",28-OCT-24
"205859","205859","ENDERS /PEGGY CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","205859","ENDERS /PEGGY CMI P400900","","","","","","","","","","",28-OCT-24
"100592","100592","SCHOOL OF ENGINEERING-MITES P060700","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100592","SCHOOL OF ENGINEERING-MITES P060700","","","","","","","","","","","","",28-OCT-24
"101300","101300","GO-MICRO TECH LAB P060600","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100073","MICROSYSTEMS TECHNOLOGY LAB","101300","GO-MICRO TECH LAB P060600","","","","","","","","","","",28-OCT-24
"100112","100112","BRAIN AND COGNITIVE SCIENCES","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100112","BRAIN AND COGNITIVE SCIENCES","","","","","","","","","","","","",28-OCT-24
"120002","120002","Center for Clinical & Translational Res","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","120002","Center for Clinical & Translational Res","","","","","","","","","","","","",28-OCT-24
"100718","100718","OSATT - ALLIANCE MANAGEMENT P401942","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100718","OSATT - ALLIANCE MANAGEMENT P401942","","","","","","","","","","","","",28-OCT-24
"100655","100655","D-LAB","100000","PRESIDENT","100001","PROVOST AREA","100671","OFFICE OF THE VICE CHANCELLOR","100674","OFFICE OF EXPERIENTIAL LEARNING","100655","D-LAB","","","","","","","","","","",28-OCT-24
"403631","403631","DH - GRAD JUNCTION","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","120010","GRAD JUNCTION","403631","DH - GRAD JUNCTION","","","","","","","","","","",28-OCT-24
"207800","207800","PI - WALLACE OBSERVATORY P150200","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100114","WALLACE OBSERVATORY P150200","207800","PI - WALLACE OBSERVATORY P150200","","","","","","","","","","",28-OCT-24
"202293","202293","PI-POLITICAL SCIENCE P095500","100000","PRESIDENT","100001","PROVOST AREA","100013","HUMANITITES & SOCIAL SCIENCE","100092","POLITICAL SCIENCE","202293","PI-POLITICAL SCIENCE P095500","","","","","","","","","","",28-OCT-24
"101301","101301","GO-CTR ADVANCED EDU STUDIES P405100","100000","PRESIDENT","100001","PROVOST AREA","100016","OFFICE OF PROVOST","100132","CENTER FOR ADVANCED EDUCATIONAL SERVICES","101301","GO-CTR ADVANCED EDU STUDIES P405100","","","","","","","","","","",28-OCT-24
"403074","403074","DH - HOUSING OPERATIONS P861000","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100646","HOUSING & RESIDENTIAL SERVICES  P861000","403074","DH - HOUSING OPERATIONS P861000","","","","","","","","","","",28-OCT-24
"120003","120003","CLIMATE GRAND CHALLENGES P402460","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","120003","CLIMATE GRAND CHALLENGES P402460","","","","","","","","","","","","",28-OCT-24
"204237","204237","SINSKEY /ANTHONY J CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204237","SINSKEY /ANTHONY J CMI P400900","","","","","","","","","","",28-OCT-24
"100593","100593","CENTER FOR BIOMEDICAL INNOVATION P430000","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100593","CENTER FOR BIOMEDICAL INNOVATION P430000","","","","","","","","","","","","",28-OCT-24
"101022","101022","GO-PARKING & TRANSPORTATION","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100250","PARKING & TRANSPORTATION","101022","GO-PARKING & TRANSPORTATION","","","","","","","","","","",28-OCT-24
"100050","100050","CENTER FOR REAL ESTATE","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100050","CENTER FOR REAL ESTATE","","","","","","","","","","","","",28-OCT-24
"100113","100113","PHYSICS","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100113","PHYSICS","","","","","","","","","","","","",28-OCT-24
"400905","400905","DH - SLOAN INACTIVE","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100098","SLOAN SCHOOL OF MANAGEMENT","400905","DH - SLOAN INACTIVE","","","","","","","","","","",28-OCT-24
"100098","100098","SLOAN SCHOOL OF MANAGEMENT","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100098","SLOAN SCHOOL OF MANAGEMENT","","","","","","","","","","","","",28-OCT-24
"100548","100548","INSTITUTE FOR SOLDIER NANOTECH P417000","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100548","INSTITUTE FOR SOLDIER NANOTECH P417000","","","","","","","","","","","","",28-OCT-24
"103770","103770","GO - TEACHING AND LEARNING LAB","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100667","TEACHING AND LEARNING LAB","103770","GO - TEACHING AND LEARNING LAB","","","","","","","","","","",28-OCT-24
"100719","100719","OSATT - CATALYSTS P401943","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100719","OSATT - CATALYSTS P401943","","","","","","","","","","","","",28-OCT-24
"400671","400671","DH - DEAN /SCHOOL OF ARCHITECTURE P03000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100053","DEAN/SCHL OF ARCHITECT & PLANING P030000","400671","DH - DEAN /SCHOOL OF ARCHITECTURE P03000","","","","","","","","","","",28-OCT-24
"100656","100656","EDGERTON CENTER","100000","PRESIDENT","100001","PROVOST AREA","100671","OFFICE OF THE VICE CHANCELLOR","100674","OFFICE OF EXPERIENTIAL LEARNING","100656","EDGERTON CENTER","","","","","","","","","","",28-OCT-24
"101394","101394","GO-CENTER FOR SPACE RESEARCH P159600","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100118","CENTER FOR SPACE RESEARCH","101394","GO-CENTER FOR SPACE RESEARCH P159600","","","","","","","","","","",28-OCT-24
"101287","101287","GO-PHYSICS P158000","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100113","PHYSICS","101287","GO-PHYSICS P158000","","","","","","","","","","",28-OCT-24
"202357","202357","PI-BRAIN AND COGNITIVE SCIENCE P154500","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100112","BRAIN AND COGNITIVE SCIENCES","202357","PI-BRAIN AND COGNITIVE SCIENCE P154500","","","","","","","","","","",28-OCT-24
"101458","101458","GO-DUE HQ","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100589","DUE HQ","101458","GO-DUE HQ","","","","","","","","","","",28-OCT-24
"207460","207460","PI - MIT-PORTUGAL PROGRAM P060500","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100576","MIT-PORTUGAL PROGRAM P060500","207460","PI - MIT-PORTUGAL PROGRAM P060500","","","","","","","","","","",28-OCT-24
"400348","400348","DH-PILM P159300","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100116","PICOWER INSTITUTE FOR LEARINING & MEMORY","400348","DH-PILM P159300","","","","","","","","","","",28-OCT-24
"204238","204238","RITVO /HARRIET CMI P400900","100000","PRESIDENT","100001","PROVOST AREA","100505","CAMBRIDGE-MIT INSTITUTE P400900","204228","PI-CAMBRIDGE MIT INSTITUTE","204238","RITVO /HARRIET CMI P400900","","","","","","","","","","",28-OCT-24
"102103","102103","GNO-MEDIA ARTS & SCIENCES P036000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100049","PROGRAM IN MEDIA ARTS & SCIENCES","102103","GNO-MEDIA ARTS & SCIENCES P036000","","","","","","","","","","",28-OCT-24
"100051","100051","PROGRAM IN ART CULTURE & TECHNOLOGY","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100051","PROGRAM IN ART CULTURE & TECHNOLOGY","","","","","","","","","","","","",28-OCT-24
"400780","400780","DH-COMMUNICATIONS P876000","100000","PRESIDENT","100001","PROVOST AREA","100446","TECHNOLOGY REVIEW P876000","400297","DH-TECHNOLOGY REVIEW P876000","400780","DH-COMMUNICATIONS P876000","","","","","","","","","","",28-OCT-24
"100549","100549","ADMINISTRATIVE SERVICES ORGANIZATION","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100549","ADMINISTRATIVE SERVICES ORGANIZATION","","","","","","","","","","","","",28-OCT-24
"100657","100657","OFFICE OF EXPERIENTIAL LEARNING","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100657","OFFICE OF EXPERIENTIAL LEARNING","","","","","","","","","","","","",28-OCT-24
"403570","403570","DH-VP RESEARCH P401860","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100135","VP FOR RESEARCH","403570","DH-VP RESEARCH P401860","","","","","","","","","","",28-OCT-24
"100594","100594","STUDENT SERVICES CENTER","100000","PRESIDENT","100001","PROVOST AREA","100258","DEAN FOR UNDERGRADUATE EDUCATION","100594","STUDENT SERVICES CENTER","","","","","","","","","","","","",28-OCT-24
"100099","100099","DEAN'S OFFICE & HEADQUARTERS","100000","PRESIDENT","100001","PROVOST AREA","100014","MANAGEMENT","100099","DEAN'S OFFICE & HEADQUARTERS","","","","","","","","","","","","",28-OCT-24
"100114","100114","WALLACE OBSERVATORY P150200","100000","PRESIDENT","100001","PROVOST AREA","100015","SCIENCE","100114","WALLACE OBSERVATORY P150200","","","","","","","","","","","","",28-OCT-24
"203591","203591","PI-INST FOR DATA, SYSTEMS, AND SOCIETY","100000","PRESIDENT","100001","PROVOST AREA","100030","STEPHEN SCHWARZMAN COLLEGE OF COMPUTING","100605","INSTITTUE FOR DATA, SYSTEMS & SOCIETY","203591","PI-INST FOR DATA, SYSTEMS, AND SOCIETY","","","","","","","","","","",28-OCT-24
"202466","202466","PI-MICRO TECH LAB P060600","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100073","MICROSYSTEMS TECHNOLOGY LAB","202466","PI-MICRO TECH LAB P060600","","","","","","","","","","",28-OCT-24
"207290","207290","PI - KOCH INSTITUTE FOR INTEGRATIVE CANC","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100820","KOCH INSTITUTE - INTEGRATIVE CANCER RES","207290","PI - KOCH INSTITUTE FOR INTEGRATIVE CANC","","","","","","","","","","",28-OCT-24
"202916","202916","PI-BIOLOGICAL ENGINEERING P069200","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100152","BIOLOGICAL ENGINEERING P069200","202916","PI-BIOLOGICAL ENGINEERING P069200","","","","","","","","","","",28-OCT-24
"101288","101288","GO-OCEAN ENGINEERING P067000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100062","OCEAN ENGINEERING P067000","101288","GO-OCEAN ENGINEERING P067000","","","","","","","","","","",28-OCT-24
"400349","400349","DH-DUSP P035000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100449","DEPT URBAN STUDIES & PLANNING P035000","400349","DH-DUSP P035000","","","","","","","","","","",28-OCT-24
"400629","400629","DH-DSL HQ","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100620","DEAN FOR STUDENT LIFE HQ","400629","DH-DSL HQ","","","","","","","","","","",28-OCT-24
"400023","400023","DH-MUSEUM P401811","100000","PRESIDENT","100001","PROVOST AREA","100021","ASSOC PROVOST FOR THE ARTS","100174","MUSEUM","400023","DH-MUSEUM P401811","","","","","","","","","","",28-OCT-24
"401970","401970","DH - INDUSTRIAL LIAISON PROGRAM","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100726","OSATT - CORPORATE RELATIONS P413001","401970","DH - INDUSTRIAL LIAISON PROGRAM","","","","","","","","","","",28-OCT-24
"100503","100503","BP-MIT PROGRAM P060015","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100583","SOE-DEANS OFFICE","100503","BP-MIT PROGRAM P060015","","","","","","","","","","",28-OCT-24
"400302","400302","DH-ARCHITECTURE P031000","100000","PRESIDENT","100001","PROVOST AREA","100011","ARCHITECTURE & PLANNING","100046","ARCHITECTURE P031000","400302","DH-ARCHITECTURE P031000","","","","","","","","","","",28-OCT-24
"401429","401429","DH-MECHANICAL ENGINEERING P065000","100000","PRESIDENT","100001","PROVOST AREA","100012","ENGINEERING","100575","MECHANICAL ENGINEERING P065000","401429","DH-MECHANICAL ENGINEERING P065000","","","","","","","","","","",28-OCT-24
"103665","103665","GO - HEAD OF HOUSE PROGRAMS","100000","PRESIDENT","100001","PROVOST AREA","100259","DEAN FOR STUDENT LIFE","100694","HEAD OF HOUSE PROGRAMS","103665","GO - HEAD OF HOUSE PROGRAMS","","","","","","","","","","",28-OCT-24
"101846","101846","GO - MIT.NANO P417200","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100733","MIT.NANO P417200","101846","GO - MIT.NANO P417200","","","","","","","","","","",28-OCT-24
"100115","100115","EXPERIMENTAL STUDY GROUP","100000","PRESIDENT","100001","PROVOST AREA","100671","OFFICE OF THE VICE CHANCELLOR","100672","UNDERGRADUATE ADVISING AND PROGRAMS AREA","100115","EXPERIMENTAL STUDY GROUP","","","","","","","","","","",28-OCT-24
"103230","103230","GO - MRL P417500","100000","PRESIDENT","100001","PROVOST AREA","100017","VP FOR RESEARCH","100750","MATERIALS RESEARCH LABORATORY P417500","103230","GO - MRL P417500","","","","","","","","","","",28-OCT-24
